raw_text,clean_text
"This debt collector has done unjustifiable practices of the FDCPA which it prohibits. They furnished this account that we didn't agree upon and I didn't sign an agreement on. A legal contract is signed by two parties and I did not participate in any of it. they didn't follow the proper XXXX validation procedure. According to the FDCPA, Im entitled to compensation for these violations and clearly, they violated my rights and abused my privileges. I demand this account be taken off immediately.",debt collector done unjustifiable practice fdcpa prohibits furnished agree upon sign agreement legal contract signed two party participate follow proper validation procedure according fdcpa entitled compensation violation clearly violated right abused privilege demand taken immediately
"This company has called numerous times, and I have asked for the same information each time. I also called the IRS before speaking with them. The young lady stated that I needed to speak with someone about the information on my credit. If there is a charge-off, they place it in collections. Someone needs to verify what was done when the account was charged off, because most companies will file a XXXX for their profit loss. So, when they called back, this is what I asked for. When they asked how I was going to pay this debt, I asked for verification of the debt. I went through the whole process all over again. I told them to please send me the information through the mail, and I was sent a RESOLVE YOUR DEBT FOR Less Than Full Balance. That was the only piece that was sent to me. I told them I need to get this information updated, because this is keeping me from getting employment at this time. I would like the information I have requested, or I would like it removed from my credit reports.",called numerous time asked information time called irs speaking young lady stated needed speak someone information credit charge place collection someone need verify done charged company file profit loss called asked asked going pay debt asked verification debt went whole process send information mail sent resolve debt less full balance piece sent need information updated keeping getting employment time like information requested like removed credit report
PORTFOLIO RC is falsely reporting on my credit. I have never had any accounts with them. Per my research PORTFOLIO RC is a debt collector. They are falsely reporting on my credit!! Account number is XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,portfolio falsely reporting credit never account per research portfolio debt collector falsely reporting credit number falsely reporting credit file right fair credit act code disclosure investigation report violation
PORTFOLIO RECOVERY A is falsely reporting on my credit. I have never had any accounts with them. Per my research PORTFOLIO RECOVERY A is a debt collector. They are falsely reporting on my credit!! Account number is XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,portfolio recovery falsely reporting credit never account per research portfolio recovery debt collector falsely reporting credit number falsely reporting credit file right fair credit act code disclosure investigation report violation
"I am writing to formally request debt validation for a collection account mentioned in a letter I recently received. Under my rights through the Fair Debt Collection Practices Act ( FDCPA ), I ask that your office provide clear proof that the debt is valid. This should include the name of the original creditor, the amount owed, a full payment record, and proof that I am responsible for this debt. 



I am making this request to ensure the information being reported is accurate and not the result of a mistake, fraud, or confusion. While waiting for proper validation, I ask that you pause all collection activity and reporting related to this account, as allowed by law.",writing formally request debt validation collection mentioned letter recently received right fair debt collection practice act fdcpa ask office provide clear proof debt valid include name original creditor amount owed full payment record proof responsible debt making request ensure information reported accurate result mistake fraud confusion waiting proper validation ask pause collection activity reporting related allowed law
"I.C. SYSTEM, INC is falsely reporting on my credit. I have never had any accounts with them. Per my research I.C. SYSTEM, INC is a debt collector. They are falsely reporting on my credit!! Account number is XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.",system inc falsely reporting credit never account per research system inc debt collector falsely reporting credit number falsely reporting credit file right fair credit act code disclosure investigation report violation
"I am submitting this complaint regarding a collection account related to attendance at XXXX University. After experiencing academic difficulties and not passing courses, I was informed that I owed a balance before being eligible to return to school. However, I believe the reporting and handling of this account should be reviewed and investigated. 

I received financial aid during my enrollment, and I am requesting full validation and documentation of the alleged debt, including an itemized breakdown of charges, financial aid disbursements, adjustments, and any calculations that resulted in the balance being sent to collections. 

I am also requesting verification that the information being reported to the credit bureaus is accurate, including the balance, dates, account status, and ownership of the debt. If the account can not be properly verified or contains inaccuracies, I request that it be corrected or removed from my credit report. 

I would also like this matter reviewed for fairness regarding how the account was handled and reported, as the collection account has negatively impacted my credit and financial opportunities.",submitting complaint regarding collection related attendance university experiencing academic difficulty passing course informed owed balance eligible return school however believe reporting handling reviewed investigated received financial aid enrollment requesting full validation documentation alleged debt including itemized breakdown charge financial aid disbursement adjustment calculation resulted balance sent collection requesting verification information reported credit bureau accurate including balance date status ownership debt properly verified contains inaccuracy request corrected removed credit report like matter reviewed fairness regarding handled reported collection negatively impacted credit financial opportunity
"Advised company, debt does not belong to pursuant, amounts inaccurate as sent by several letters, Never been served documents, have disputed items, have not provided burden of proof, by way of Wet signature agreements, proof of validation, no consistent debt amounts severe inconsistencies in balances, Company is under a new name, no proof that collection is even validated to collect, etc.",advised debt belong pursuant amount inaccurate sent several letter never served document disputed item provided burden proof way wet signature agreement proof validation consistent debt amount severe inconsistency balance new name proof collection validated collect etc
"Advised company, debt does not belong to pursuant, amounts inaccurate as sent by several letters, Never been served documents, have disputed items, have not provided burden of proof, by way of Wet signature agreements, proof of validation, no consistent debt amounts severe inconsistencies in balances, Company is under a new name, no proof that collection is even validated to collect, etc.",advised debt belong pursuant amount inaccurate sent several letter never served document disputed item provided burden proof way wet signature agreement proof validation consistent debt amount severe inconsistency balance new name proof collection validated collect etc
"I requested documentation and investigation results supporting the accuracy of the alleged debt, including verification of the balance being reported, the basis for the collection activity, and documentation supporting the companys authority to continue furnishing the account to consumer reporting agencies after the account was disputed.

Despite the dispute, the company continued furnishing the account without providing sufficient supporting documentation or evidence of a reasonable investigation. This may constitute violations of the Fair Credit Reporting Act, including 15 U.S.C. 1681s-2 ( b ), which requires furnishers of information to conduct a reasonable investigation upon notice of dispute, and 15 U.S.C. 1681e ( b ), requiring maximum possible accuracy in consumer reporting.

The continued reporting of disputed and potentially inaccurate information may also implicate provisions of the Fair Debt Collection Practices Act, including 15 U.S.C. 1692e, prohibiting false, deceptive, or misleading representations in connection with collection activity.",requested documentation investigation result supporting accuracy alleged debt including verification balance reported basis collection activity documentation supporting company authority continue furnishing reporting agency disputed despite dispute continued furnishing without providing sufficient supporting documentation evidence reasonable investigation may constitute violation fair credit reporting act including requires furnishers information conduct reasonable investigation upon notice dispute requiring maximum possible accuracy reporting continued reporting disputed potentially inaccurate information may implicate provision fair debt collection practice act including prohibiting false deceptive misleading representation connection collection activity
"My Citibank account number ending in XXXX shows an outstanding balance from XXXX. Im trying to inform them that this is an identity theft issue and that they should provide proof that I made this transaction. This is not reflected on my credit report. Moreover, the address they had on file is the address where I currently reside.",citibank number ending show outstanding balance trying inform identity theft issue provide proof transaction reflected credit report moreover address file address currently reside
"To Whom It May Concern, I am formally disputing the XXXX account reporting on my consumer credit file. This account does not belong to me, and I have no contractual relationship with XXXX regarding this alleged debt. 

I have previously disputed this account multiple times and requested competent evidence supporting the reporting of this account. To date, neither the credit reporting agencies nor XXXX have provided sufficient documentation establishing that I legally authorized or incurred this obligation.

Under the Fair Credit Reporting Act ( FCRA ), including but not limited to 15 U.S.C. 1681e ( b ), 1681i, and 1681s-2, furnishers and consumer reporting agencies are required to maintain maximum possible accuracy and conduct reasonable investigations of disputed information.

I am requesting a complete reinvestigation of this account and demand that all inaccurate information be deleted immediately if verification can not be properly established.

This letter serves as a formal notice of dispute and request for validation and method of verification.

Please note : * I am asserting that this account is fraudulent and/or not mine.

* Continued reporting of inaccurate information after notice of dispute may constitute willful noncompliance under the FCRA.

* Automated or superficial investigations are insufficient under federal law.

I request that all parties provide the documentation outlined below within the statutory investigation period.

Please provide the following documents and records relating to the disputed XXXX account : 1. Original signed contract or service agreement 2. Complete account application 3. Date account was opened 4. Full account history and billing statements 5. All addresses associated with the account 6. Method used to verify identity at account opening 7. IP address/device data used to establish service 8. Any signatures associated with the account 9. Copies of drivers license or identification used 10. Complete payment history 11. Documentation proving I authorized this account 12. Method of verification used during prior investigations 13. Name, address, and telephone number of the individual/entity that verified this account 14. Any collection assignment or transfer agreements 15. Audio recordings or electronic authorization records, if applicable If these records can not be produced, I demand immediate deletion of this account from all consumer reporting agencies. 


Sincerely, XXXX XXXX",may concern formally disputing reporting credit file belong contractual relationship regarding alleged debt previously disputed multiple time requested competent evidence supporting reporting date neither credit reporting agency provided sufficient documentation establishing legally authorized incurred obligation fair credit reporting act fcra including limited furnishers reporting agency required maintain maximum possible accuracy conduct reasonable investigation disputed information requesting complete reinvestigation demand inaccurate information deleted immediately verification properly established letter serf formal notice dispute request validation method verification note asserting fraudulent mine continued reporting inaccurate information notice dispute may constitute willful noncompliance fcra automated superficial investigation insufficient federal law request party provide documentation outlined within statutory investigation period provide following document record relating disputed original signed contract service agreement complete application date opened full history billing statement address associated method used verify identity opening address device data used establish service signature associated copy driver license identification used complete payment history documentation proving authorized method verification used prior investigation name address telephone number individual entity verified collection assignment transfer agreement audio recording electronic authorization record applicable record produced demand immediate deletion reporting agency sincerely
"I am a victim of identity theft and previously submitted an FTC Identity Theft Report regarding this fraudulent account. The account has already been removed from my credit reports after disputes with the credit bureaus, which confirms the account information was disputed and inaccurate.

However, the company continues to claim I am personally liable for this fraudulent debt and continues collection efforts despite receiving my identity theft documentation.

I did not open, authorize, or use this account. I never benefited from the charges associated with this account.

I request that the company provide all documents and evidence used to determine liability, including : * Original signed application or agreement * IP address and device records * Transaction history * Signature verification * Investigation notes * Any documentation proving I authorized the account or charges Under federal law, companies must conduct a reasonable investigation of identity theft claims. Continuing to collect a fraudulent debt without sufficient proof is improper and harmful.",victim identity theft previously submitted ftc identity theft report regarding fraudulent already removed credit report dispute credit bureau confirms information disputed inaccurate however continues claim personally liable fraudulent debt continues collection effort despite receiving identity theft documentation open authorize use never benefited charge associated request provide document evidence used determine liability including original signed application agreement address device record transaction history signature verification investigation note documentation proving authorized charge federal law company must conduct reasonable investigation identity theft claim continuing collect fraudulent debt without sufficient proof improper harmful
MIDLAND CREDIT XXXX is falsely reporting on my credit. I have never had any accounts with them. Per my research MIDLAND CREDIT XXXX is a debt collector. They are falsely reporting on my credit!! Account number is # XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,midland credit falsely reporting credit never account per research midland credit debt collector falsely reporting credit number falsely reporting credit file right fair credit act code disclosure investigation report violation
"I requested documentation and investigation results supporting the accuracy of the alleged debt, including verification of the balance being reported, the basis for the collection activity, account-level documentation supporting ownership and collection authority, and documentation supporting the companys continued furnishing of the account to consumer reporting agencies after the account was disputed.

Despite the dispute, the company continued furnishing the account without providing sufficient supporting documentation or evidence of a reasonable investigation. This may constitute violations of the Fair Credit Reporting Act, including 15 U.S.C. 1681s-2 ( b ) and 15 U.S.C. 1681e ( b ), as well as the Fair Debt Collection Practices Act, including 15 U.S.C. 1692e prohibiting false or misleading representations in connection with collection activity.

For the complaint description, you can use this version for either XXXX XXXX or Midland, changing the company name and balance : The company is reporting a collection account on my consumer credit report while continuing to furnish disputed information that appears incomplete, inconsistent, and inaccurate.

I disputed the reporting and requested documentation supporting the alleged balance, ownership of the account, authority to collect, and the companys authority to continue furnishing the account to consumer reporting agencies after the dispute.

Despite the dispute, the company continued reporting the account without providing sufficient documentation or evidence of a meaningful investigation. The reporting also contains incomplete or questionable account information, including missing account classification fields while continuing to report the account as an open collection.

The continued furnishing of disputed and potentially inaccurate information is damaging my consumer credit profile and may violate the Fair Credit Reporting Act, including 15 U.S.C. 1681s-2 ( b ) and 15 U.S.C. 1681e ( b ), as well as the Fair Debt Collection Practices Act, including 15 U.S.C. 1692e.

I am requesting deletion of this collection account from my consumer credit report and cessation of furnishing information that can not be properly verified or accurately substantiated.",requested documentation investigation result supporting accuracy alleged debt including verification balance reported basis collection activity level documentation supporting ownership collection authority documentation supporting company continued furnishing reporting agency disputed despite dispute continued furnishing without providing sufficient supporting documentation evidence reasonable investigation may constitute violation fair credit reporting act including well fair debt collection practice act including prohibiting false misleading representation connection collection activity complaint description use version either midland changing name balance reporting collection credit report continuing furnish disputed information appears incomplete inconsistent inaccurate disputed reporting requested documentation supporting alleged balance ownership authority collect company authority continue furnishing reporting agency dispute despite dispute continued reporting without providing sufficient documentation evidence meaningful investigation reporting contains incomplete questionable information including missing classification field continuing report open collection continued furnishing disputed potentially inaccurate information damaging credit profile may violate fair credit reporting act including well fair debt collection practice act including requesting deletion collection credit report cessation furnishing information properly verified accurately substantiated
"On XX/XX/XXXX I sent this company a request to validate an alleged debt, as I did not recognize it. This request was sent via certified mail and received by this company on XX/XX/XXXX. I never received validation of this debt. Despite this, they reported this debt again to XXXX  on XX/XX/XXXX.",sent request validate alleged debt recognize request sent via certified mail received never received validation debt despite reported debt
"I am filing this complaint because the collector has continued collection activity without validating the debt and is now contacting/harassing the guarantor. 

I submitted a written debt validation request by email on XX/XX/year>, and also mailed the request by certified mail. The certified mail was delivered on XX/XX/year> ( XXXX ). As of today, XX/XX/year>, the collector has not provided any validation, verification, itemization, original creditor information, or documentation showing that the debt is valid or that they have authority to collect it. 

Despite the pending written dispute and no validation being provided, the collector contacted the guarantor on XX/XX/year> ( screenshot available ). The account is in my name, and I am the person handling the debt, the dispute, and all communications regarding this account. I believe the collector is improperly continuing collection activity and harassing the guarantor instead of responding to my validation request. 

I am requesting that the collector immediately stop all collection activity until proper validation is provided, stop contacting or harassing the guarantor, communicate with me only in writing, and provide a full written response with documentation validating the alleged debt.",filing complaint collector continued collection activity without validating debt contacting harassing guarantor submitted written debt validation request email year mailed request certified mail certified mail delivered year today year collector provided validation verification itemization original creditor information documentation showing debt valid authority collect despite pending written dispute validation provided collector contacted guarantor year screenshot available name person handling debt dispute communication regarding believe collector improperly continuing collection activity harassing guarantor instead responding validation request requesting collector immediately stop collection activity proper validation provided stop contacting harassing guarantor communicate writing provide full written response documentation validating alleged debt
"On XX/XX/year>, I received a notification from my credit monitoring service that Conserve located at XXXX XXXX XXXX XXXX XXXX XXXX, NY, added a collection item to my credit report in the amount of {$4800.00}. I have never received a notice, an opportunity to verify debt, etc",year received notification credit monitoring service conserve located added collection item credit report amount never received notice opportunity verify debt etc
"This debt collector has done unjustifiable practices of the FDCPA which it prohibits. They furnished this account that we didn't agree upon and I didn't sign an agreement on. A legal contract is signed by two parties and I did not participate in any of it. they didn't follow the proper 5-step validation procedure. According to the FDCPA, Im entitled to compensation for these violations and clearly, they violated my rights and abused my privileges. I demand this account be taken off immediately.",debt collector done unjustifiable practice fdcpa prohibits furnished agree upon sign agreement legal contract signed two party participate follow proper step validation procedure according fdcpa entitled compensation violation clearly violated right abused privilege demand taken immediately
"This CFPB complaint is also a formal request for debt validation to Mid-South Adjustment , Co., Inc under the Fair Debt Collection Practices Act ( FDCPA ) and a dispute of the accuracy and completeness of the account under the Fair Credit Reporting Act ( FCRA ). 
My attached letter outlines the documents required to lawfully validate the alleged debt, including the original signed agreement, proof of ownership or assignment, the purchase or transfer agreement, and a complete accounting of the balance. 
To assess the legal standing and enforceability of this debt, I have also requested the following : The Date of First Delinquency ( DOFD ), as recorded by the original creditor and used to determine default and charge-off status. 
The date the account was charged off. 
The date the account was acquired or assigned to Mid-South Adjustment , Co. , Inc, along with any documentation confirming the nature of the transfer. 
This submission is being made through the CFPB portal to ensure the request is properly documented, delivered, and subject to regulatory oversight. 
Please ensure that all items outlined in the attached letter are addressed in full including the full set of 10 FDCPA and FCRA validation and verification requests.",cfpb complaint formal request debt validation mid south adjustment inc fair debt collection practice act fdcpa dispute accuracy completeness fair credit reporting act fcra attached letter outline document required lawfully validate alleged debt including original signed agreement proof ownership assignment purchase transfer agreement complete accounting balance assess legal standing enforceability debt requested following date first delinquency dofd recorded original creditor used determine default charge status date charged date acquired assigned mid south adjustment inc along documentation confirming nature transfer submission cfpb portal ensure request properly documented delivered subject regulatory oversight ensure item outlined attached letter addressed full including full set fdcpa fcra validation verification request
"I am writing to formally request debt validation for a collection account mentioned in a letter I recently received. Under my rights through the Fair Debt Collection Practices Act ( FDCPA ), I ask that your office provide clear proof that the debt is valid. This should include the name of the original creditor, the amount owed, a full payment record, and proof that I am responsible for this debt.

I am making this request to ensure the information being reported is accurate and not the result of a mistake, fraud, or confusion. While waiting for proper validation, I ask that you pause all collection activity and reporting related to this account, as allowed by law.",writing formally request debt validation collection mentioned letter recently received right fair debt collection practice act fdcpa ask office provide clear proof debt valid include name original creditor amount owed full payment record proof responsible debt making request ensure information reported accurate result mistake fraud confusion waiting proper validation ask pause collection activity reporting related allowed law
"Hi, A law firm representing an alleged creditor obtained and is enforcing a Kansas garnishment order against my wages while I reside and work in Texas. 

The alleged debt originates in Kansas small claims judgement, entered approximately in XXXX. The collection firm sent garnishment paperwork directly to my employer, resulting in wage withholding activity despite Texas wage garnishment protections for consumer debts. 

This happened both in XXXX and XXXX. Documentation has not been provided by the law firm for the previous garnishments. 

After learning of the garnishment, I contacted the law firm in writing requesting : verification of the judgement accounting documentation garnishment documentation and clarification regarding whether the judgement has been domesticated in Texas. 

The law firm responded by providing copies of of the judgement, renewal affidavits, accounting records and and garnishment documents for the current employer but not the previous one. However the firm stated that the enforcement was based on my employers registration as a foreign corporation in KS rather than identifying a Texas domestication proceeding. All payroll is processed here in TX, as well I reside in TX and am employed in TX. 

I dispute the enforceability of the garnishment against Tx wages and am concerned the collection activity may violate consumer protection laws and TX wage exemption protections.

I have preserved written communication and documentation regarding the matter and am seeking review of whether the collection and garnishment practices used were lawful.",law firm representing alleged creditor obtained enforcing kansa garnishment order wage reside work texas alleged debt originates kansa small claim judgement entered approximately collection firm sent garnishment paperwork directly employer resulting wage withholding activity despite texas wage garnishment protection debt happened documentation provided law firm previous garnishment learning garnishment contacted law firm writing requesting verification judgement accounting documentation garnishment documentation clarification regarding whether judgement domesticated texas law firm responded providing copy judgement renewal affidavit accounting record garnishment document current employer previous one however firm stated enforcement based employer registration foreign corporation rather identifying texas domestication proceeding payroll processed well reside employed dispute enforceability garnishment wage concerned collection activity may violate protection law wage exemption protection preserved written communication documentation regarding matter seeking review whether collection garnishment practice used lawful
"I am writing to formally request debt validation for a collection account mentioned in a letter I recently received. Under my rights through the Fair Debt Collection Practices Act ( FDCPA ), I ask that your office provide clear proof that the debt is valid. This should include the name of the original creditor, the amount owed, a full payment record, and proof that I am responsible for this debt. 



I am making this request to ensure the information being reported is accurate and not the result of a mistake, fraud, or confusion. While waiting for proper validation, I ask that you pause all collection activity and reporting related to this account, as allowed by law.",writing formally request debt validation collection mentioned letter recently received right fair debt collection practice act fdcpa ask office provide clear proof debt valid include name original creditor amount owed full payment record proof responsible debt making request ensure information reported accurate result mistake fraud confusion waiting proper validation ask pause collection activity reporting related allowed law
"I started to get withdrawal from bank account for payments, contacted bank got a refund as I did not make the purchases, Klarna says i made the purchases after reviewing the claim. I don't even know what they are for and they are seperate charges in a short window of time.",started withdrawal bank payment contacted bank refund purchase klarna say purchase reviewing claim know seperate charge short window time
i RECIEVED THE SAME PACKE FROM YOU AND THE CREDITOR. i ASKED FOR PROOF THAT IT WAS ME. I ALSO MAILED IN PROOF OF IDENTITY FRAUD. THIS WAS NOT DONE BY ME AND I NEED IT REMOVED,recieved packe creditor asked proof mailed proof identity fraud done need removed
"XXXX and XXXX failed to deliver a complete FDCPA 1692g debt validation package after being identified as the legal servicer of an alleged XXXXXXXX XXXX  debt of {$17000.00}. 

On XX/XX/XXXX, I filed CFPB Complaint # XXXX against Oliphant USA , LLC regarding their reporting of an unpaid {$17000.00} XXXX XXXX collection on my XXXX credit report. I disputed that this debt is the same XXXX account I settled in full on XX/XX/XXXX through XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX ( their file XXXX, original XXXX account number XXXX, settled for {$11000.00} against a balance of {$17000.00} ). 

In Oliphant USA 's response dated XX/XX/XXXX, Oliphant stated : "" we have requested that a validation of debt package be sent to you. The package will come from XXXX and XXXX who are servicing the account. '' As of the date of this complaint, XXXX and XXXX has either not delivered a validation package, or any package received does not satisfy the requirements of FDCPA 1692g. A complete validation package must include, at minimum : The original creditor 's name ( XXXXXXXX XXXX  ) The original creditor 's account number The original loan origination date and amount The complete chain of assignment from XXXXXXXX XXXX to current owner XXXX XXXX XXXX Documentation distinguishing this account from XXXX  account XXXX, which I settled in full in XX/XX/XXXX Without this information, I can not determine whether XXXX and XXXX is attempting to collect on a debt that has already been satisfied. The forensic evidence strongly suggests it is the same debt : Oliphant 's claimed balance of {$17000.00} is within XXXX XXXX ( {$290.00} ) of the XXXX XXXX XXXX XXXX settled balance of {$17000.00} Oliphant 's reported date of first delinquency ( XX/XX/XXXX ) matches the Upstart/FinWise XXXX loan timeline exactly The chain of ownership for XXXX is FinWise Bank XXXX XXXX XXXX XXXX Oliphant USA XXXX XXXX ) XXXX and XXXX ( legal servicer ) I had a SECOND XXXX-backed loan XXXX XXXX  origination, account XXXX, opened XX/XX/XXXX ) with a date of first delinquency in XXXX, which would NOT match what is being reported. This rules out the XXXX loan as the source of XXXX and XXXX 's collection. 

XXXX and XXXX has a separate independent obligation under the FDCPA to validate the debt they service. Their failure to do so, combined with continued credit bureau reporting by Oliphant, constitutes : FDCPA 1692g - Failure to provide debt validation upon request FDCPA 1692g ( b ) - Continued collection activity ( via reporting on XXXX  ) without validation FDCPA 1692e - False or misleading representation of the character, amount, or legal status of a debt FDCPA 1692f - Unfair or unconscionable means to collect a debt I am preparing to apply for a home mortgage and the continued reporting of this disputed, unvalidated debt is materially harming my XXXX credit profile.",failed deliver complete fdcpa debt validation package identified legal servicer alleged debt filed cfpb complaint oliphant usa llc regarding reporting unpaid collection credit report disputed debt settled full file original number settled balance oliphant usa response dated oliphant stated requested validation debt package sent package come servicing date complaint either delivered validation package package received satisfy requirement fdcpa complete validation package must include minimum original creditor name original creditor number original loan origination date amount complete chain assignment current owner documentation distinguishing settled full without information determine whether attempting collect debt already satisfied forensic evidence strongly suggests debt oliphant claimed balance within settled balance oliphant reported date first delinquency match upstart finwise loan timeline exactly chain ownership finwise bank oliphant usa legal servicer second backed loan origination opened date first delinquency match reported rule loan source collection separate independent obligation fdcpa validate debt service failure combined continued credit bureau reporting oliphant constitutes fdcpa failure provide debt validation upon request fdcpa continued collection activity via reporting without validation fdcpa false misleading representation character amount legal status debt fdcpa unfair unconscionable mean collect debt preparing apply home mortgage continued reporting disputed unvalidated debt materially harming credit profile
"I am writing to address an account being reported on my credit report for which I requested debt validation. I exercised my rights under the Fair Debt Collection Practices Act ( FDCPA ) and requested proper verification of the alleged debt. However, I have not received sufficient documentation to confirm that this debt is mine, that the amount is accurate, or that the collector has the legal authority to collect.

Despite the lack of proper validation, the account continues to be reported on my credit file, which is negatively impacting my credit. I am requesting a full investigation. Any information that can not be properly verified must be removed.",writing address reported credit report requested debt validation exercised right fair debt collection practice act fdcpa requested proper verification alleged debt however received sufficient documentation confirm debt mine amount accurate collector legal authority collect despite lack proper validation continues reported credit file negatively impacting credit requesting full investigation information properly verified must removed
"I am currently being sued by XXXX XXXX  in court currently my next court date is XX/XX/XXXX. I have sent a certified letter to milestone card services to request debt validation, and they received it. I have the notification that they received it. They have not verified the debt. I would like this removed from my account and sent the information to XXXX XXXX to get this out of court.",currently sued court currently next court date sent certified letter milestone card service request debt validation received notification received verified debt like removed sent information court
"I am writing to formally request debt validation for a collection account mentioned in a letter I recently received. Under my rights through the Fair Debt Collection Practices Act ( FDCPA ), I ask that your office provide clear proof that the debt is valid. This should include the name of the original creditor, the amount owed, a full payment record, and proof that I am responsible for this debt. 



I am making this request to ensure the information being reported is accurate and not the result of a mistake, fraud, or confusion. While waiting for proper validation, I ask that you pause all collection activity and reporting related to this account, as allowed by law.",writing formally request debt validation collection mentioned letter recently received right fair debt collection practice act fdcpa ask office provide clear proof debt valid include name original creditor amount owed full payment record proof responsible debt making request ensure information reported accurate result mistake fraud confusion waiting proper validation ask pause collection activity reporting related allowed law
"TO WHOM IT MAY CONCERN. 

Please Provide me Debt Validation letter for this on going Case in NJ. I am attaching the Court Complaint Thank You",may concern provide debt validation letter going case attaching court complaint thank
Lvnv has sued me without properly serving anything. I want a chain of custody of the debt,lvnv sued without properly serving anything want chain custody debt
